1.000000000000000021e-03	3.450058960049366963e+00	1.848834322216214909e+00	1.833617055507015703e+00
1.000000000000000021e-03	1.443837535538143202e+00	1.177515588206754948e+00	1.168608925790818320e+00
1.000000000000000021e-03	1.028973184625425752e+00	8.906521549595038945e-01	8.841599585390301774e-01
1.000000000000000021e-03	8.937109284229861617e-01	9.009088595436894886e-01	8.953815851670524628e-01
1.000000000000000021e-03	8.336475043225904935e-01	8.439109863701279579e-01	8.370470514446530785e-01
1.000000000000000021e-03	7.516542442435095728e-01	6.853687158108876520e-01	6.806482782874521131e-01
1.000000000000000021e-03	6.310166891047496174e-01	6.524324849872484844e-01	6.472508612361813629e-01
1.000000000000000021e-03	5.683632839853548502e-01	5.417156887934582166e-01	5.372086704372611710e-01
1.000000000000000021e-03	5.303238459889411116e-01	5.680541290592034942e-01	5.632341166186748405e-01
1.000000000000000021e-03	4.953348715471881381e-01	3.901785574424352365e-01	3.851664191073541632e-01
1.000000000000000021e-03	3.738071504261080147e-01	3.167413650801419456e-01	3.108355240888418525e-01
1.000000000000000021e-03	3.225911539767177261e-01	3.370550428302557799e-01	3.326411877091228209e-01
1.000000000000000021e-03	2.516017058012018359e-01	2.189680238647958022e-01	2.141488948043978324e-01
1.000000000000000021e-03	2.974926939023926908e-01	3.662474667468517131e-01	3.625164781584917506e-01
1.000000000000000021e-03	3.474782065439167567e-01	2.217365606964745717e-01	2.167665697956027981e-01
1.000000000000000021e-03	1.994208130395674072e-01	3.154021913424015500e-01	3.128929446495999911e-01
1.000000000000000021e-03	2.390492214652220337e-01	4.017797386110872337e-01	3.989813609860669574e-01
1.000000000000000021e-03	3.951375285896938649e-01	1.554125990731595464e-01	1.505657040163992932e-01
1.000000000000000021e-03	3.808499677973085085e-01	4.513493625474768178e-01	4.464366079443176649e-01
1.000000000000000021e-03	3.896733181470828367e-01	2.352103585218198734e-01	2.316006003580669825e-01
1.000000000000000021e-03	2.689754734475202080e-01	2.070676874177070914e-01	2.022774413944977145e-01
1.000000000000000021e-03	3.783025885759808138e-01	5.141974452217935587e-01	5.075545602766059483e-01
1.000000000000000021e-03	3.534568132397677975e-01	2.916860643438184963e-01	2.855473801048100668e-01
1.000000000000000021e-03	3.671259467339538785e-01	3.792800842050015886e-01	3.735051920736032205e-01
1.000000000000000021e-03	3.165639023961429599e-01	4.367008313512459328e-01	4.314901986779359211e-01
1.000000000000000021e-03	3.509215050998775176e-01	1.813827605268300558e-01	1.789731915177585342e-01
1.000000000000000021e-03	2.370528937006778358e-01	2.886155942934952590e-01	2.822956482907955644e-01
1.000000000000000021e-03	2.033232668212748562e-01	2.342909301005565714e-01	2.310723114659271327e-01
1.000000000000000021e-03	1.866174601406195288e-01	1.990862258255580164e-01	1.952235577461908234e-01
9.000000000000000838e-04	2.019497855069490588e-01	1.075349424440006502e-01	1.037269971457522449e-01
9.000000000000000838e-04	1.269092472340580258e-01	1.381271992417958672e-01	1.348058431744527108e-01
9.000000000000000838e-04	1.401458872840417591e-01	1.527403129317284614e-01	1.493915421344316763e-01
9.000000000000000838e-04	1.283019986628311238e-01	2.113737992218807649e-01	2.086395182706518026e-01
9.000000000000000838e-04	1.461972139874314902e-01	2.456755781222398627e-01	2.425316465339296124e-01
9.000000000000000838e-04	1.963808844045616675e-01	9.752251838617123636e-02	9.487557681462846504e-02
9.000000000000000838e-04	1.220304457006438498e-01	1.475652030531989511e-01	1.446456557995533243e-01
9.000000000000000838e-04	1.279928296939362165e-01	1.665165665228338643e-01	1.645581628276617248e-01
9.000000000000000838e-04	1.164236372161765870e-01	1.627596825983507745e-01	1.595227816403922971e-01
9.000000000000000838e-04	1.315798250875690190e-01	2.795074752808424101e-01	2.764928807536556343e-01
9.000000000000000838e-04	2.018500522890166182e-01	1.160627612138000753e-01	1.132177192605472726e-01
9.000000000000000838e-04	1.337508541316381194e-01	1.121242891394435420e-01	1.098689770615203648e-01
9.000000000000000838e-04	1.406686421607247495e-01	1.232441207885502377e-01	1.206298306738177867e-01
9.000000000000000838e-04	1.571096004885141617e-01	2.461583278677963171e-01	2.435018006198227114e-01
9.000000000000000838e-04	2.041753777343779941e-01	9.030936418938780019e-02	8.830369356603204323e-02
9.000000000000000838e-04	2.649894451547487040e-01	9.364803918716463338e-02	9.141756110448170936e-02
9.000000000000000838e-04	1.896224096362590650e-01	4.141090988676747187e-01	4.107870539235950469e-01
9.000000000000000838e-04	3.927596502056644456e-01	3.147324259478261332e-01	3.110463726537423534e-01
9.000000000000000838e-04	2.876548054897256623e-01	3.119590284424253457e-01	3.095459537681935491e-01
9.000000000000000838e-04	2.337591628361486151e-01	2.447660272040279583e-01	2.414693771651059695e-01
9.000000000000000838e-04	1.748542757795318592e-01	7.295595697529778934e-02	7.010177418199381449e-02
9.000000000000000838e-04	1.124903792925398688e-01	1.301462355194210607e-01	1.276285925446180025e-01
9.000000000000000838e-04	1.265942776631218403e-01	1.265955427728349680e-01	1.243372072557650670e-01
9.000000000000000838e-04	1.396004930740668559e-01	8.471362283805466964e-02	8.240764412107717818e-02
9.000000000000000838e-04	1.107329600056396607e-01	6.688012380369195986e-02	6.444319168538410747e-02
9.000000000000000838e-04	9.938159680279845531e-02	1.055905589560974661e-01	1.033309067211781729e-01
9.000000000000000838e-04	1.320996107741236603e-01	1.357231774412436531e-01	1.339522034238763981e-01
9.000000000000000838e-04	1.344620971131872678e-01	9.457124444348594117e-02	9.238235773455058530e-02
9.000000000000000838e-04	1.164622080849311292e-01	1.284545941430964011e-01	1.263976561665400011e-01
9.000000000000000838e-04	1.305587281267157340e-01	1.258416475995455530e-01	1.240708062765213809e-01
9.000000000000000838e-04	1.489406340047138566e-01	8.385828208223941593e-02	8.233414695539713335e-02
9.000000000000000838e-04	1.643814044917340789e-01	1.195417872023100403e-01	1.172942112790190394e-01
9.000000000000000838e-04	1.296942981021524388e-01	1.545035857228907461e-01	1.522437594690387308e-01
9.000000000000000838e-04	1.160362550210761595e-01	1.308042945648418276e-01	1.289519045360827953e-01
9.000000000000000838e-04	1.360721731173821503e-01	1.097592248350520855e-01	1.081070285832152617e-01
9.000000000000000838e-04	1.785834604828211158e-01	1.505788542512331851e-01	1.483860686122036032e-01
8.100000000000000646e-04	1.353923820452842541e-01	1.051098790229451629e-01	1.033556251716856167e-01
8.100000000000000646e-04	9.331933233959290031e-02	1.598025416110017138e-01	1.581574243618150410e-01
8.100000000000000646e-04	1.053607311590656209e-01	1.070669011723173469e-01	1.054180550095759478e-01
8.100000000000000646e-04	1.056833318881873068e-01	9.271713409119977656e-02	9.076163841910278585e-02
8.100000000000000646e-04	9.060625843997467677e-02	8.002762239913691067e-02	7.840286664473961054e-02
8.100000000000000646e-04	8.759437309571173336e-02	1.081946685201285591e-01	1.061983473739866318e-01
8.100000000000000646e-04	9.969270825268385094e-02	1.078992455017503682e-01	1.063213708503559507e-01
8.100000000000000646e-04	1.125411074567331804e-01	1.668643163982198585e-01	1.649336120082510182e-01
8.100000000000000646e-04	1.233450439357545725e-01	1.520687336734931616e-01	1.503057530718300006e-01
8.100000000000000646e-04	1.152924178766650959e-01	1.182838181787823628e-01	1.161147613184604771e-01
8.100000000000000646e-04	1.093372322827499826e-01	7.082370771712305502e-02	6.968116290898836163e-02
7.290000000000000473e-04	7.530013320120187981e-02	6.556254500372740712e-02	6.408313110691779557e-02
7.290000000000000473e-04	5.513727595078416616e-02	6.470179254982889872e-02	6.320000057776828384e-02
7.290000000000000473e-04	6.121079959587752417e-02	5.336811675157450419e-02	5.218026495995433528e-02
7.290000000000000473e-04	8.453248267363412671e-02	6.291549989422966227e-02	6.135545816798754215e-02
7.290000000000000473e-04	9.746111660767638185e-02	1.179495392042000934e-01	1.164430359393873182e-01
7.290000000000000473e-04	9.252904133155921695e-02	1.084677389730591968e-01	1.069733041658200989e-01
7.290000000000000473e-04	7.468269768738118597e-02	7.693469042938161362e-02	7.600461491911661427e-02
7.290000000000000473e-04	8.389989513050905012e-02	5.995375966169644993e-02	5.900967299721589232e-02
7.290000000000000473e-04	6.521320497983391917e-02	7.800373111405106696e-02	7.647555159534452640e-02
7.290000000000000473e-04	6.834080525638856762e-02	8.036482670547279161e-02	7.902801233300912886e-02
7.290000000000000473e-04	5.711345232339595096e-02	7.329222758563783136e-02	7.219568418718114167e-02
7.290000000000000473e-04	6.965247388112971727e-02	7.660617769377278674e-02	7.513348368913329300e-02
7.290000000000000473e-04	7.427966142521191806e-02	8.635892935565527007e-02	8.547449414843646953e-02
7.290000000000000473e-04	8.766853796693789558e-02	1.096781549632522418e-01	1.081122688897065698e-01
6.561000000000000642e-04	9.128661897606053788e-02	1.128229278343977487e-01	1.114400516285962289e-01
6.561000000000000642e-04	8.842892654067259495e-02	5.510577017852784365e-02	5.399613326434386101e-02
6.561000000000000642e-04	7.095480551429765581e-02	4.358442251475118379e-02	4.274872340345262089e-02
6.561000000000000642e-04	6.446750232042335049e-02	5.343597367236834622e-02	5.248693791032702644e-02
6.561000000000000642e-04	7.972275493884116437e-02	8.968953617674904621e-02	8.867617153768490856e-02
6.561000000000000642e-04	8.459497476122783410e-02	8.229831436285484081e-02	8.122777454347915316e-02
6.561000000000000642e-04	7.010862779773881226e-02	5.426367367064855590e-02	5.339606997594703586e-02
6.561000000000000642e-04	7.047180589935302109e-02	6.249536719144753449e-02	6.163116083526508360e-02
6.561000000000000642e-04	8.918625126574335205e-02	6.318958635311444638e-02	6.222375063314912469e-02
6.561000000000000642e-04	9.093170094196852127e-02	9.292193205098733810e-02	9.176956505497110839e-02
6.561000000000000642e-04	7.601598814004596749e-02	5.320929251699096918e-02	5.232745583685838309e-02
6.561000000000000642e-04	7.092221657525032974e-02	6.722340747097571567e-02	6.614763707060362929e-02
6.561000000000000642e-04	8.172906476256203145e-02	5.120207412341419573e-02	5.044616273234875381e-02
6.561000000000000642e-04	8.510927433505804940e-02	9.571629861320285482e-02	9.455917875983907428e-02
5.904900000000000470e-04	7.485372912804218182e-02	5.024980478132791417e-02	4.959138428032443258e-02
5.904900000000000470e-04	6.085821964708140047e-02	4.813759107617443522e-02	4.726411870055821640e-02
5.904900000000000470e-04	7.020506839540112398e-02	5.012218872744730880e-02	4.938808304777662223e-02
5.904900000000000470e-04	6.506484022087365149e-02	4.819346704236696088e-02	4.735483262876170191e-02
5.904900000000000470e-04	8.139788794592205112e-02	7.320023564898106572e-02	7.230735885108245664e-02
5.904900000000000470e-04	8.039604261380724204e-02	8.249758328989076350e-02	8.143628373310610180e-02
5.904900000000000470e-04	7.472237908160746234e-02	4.236154752674278767e-02	4.183626040937270252e-02
5.904900000000000470e-04	6.614737892266074615e-02	1.341256108742083786e-01	1.326937339917036440e-01
5.904900000000000470e-04	1.179157905990928928e-01	5.703575653740464158e-02	5.634030231296958263e-02
5.904900000000000470e-04	8.752792442771671622e-02	1.184880670996765473e-01	1.168378418261463436e-01
5.904900000000000470e-04	8.557279940371186056e-02	5.209196962190795060e-02	5.138445966592416342e-02
5.904900000000000470e-04	7.863185718730318630e-02	1.723986389241691231e-01	1.705914780081480564e-01
5.904900000000000470e-04	1.568609217375576403e-01	2.821216428770075835e-01	2.793993114936859645e-01
5.904900000000000470e-04	2.175286126417137478e-01	3.142486204462366928e-01	3.105048555450608538e-01
5.904900000000000470e-04	2.004542657356045143e-01	3.260851362117969110e-01	3.228671093313524310e-01
5.904900000000000470e-04	2.570635931231563531e-01	2.470056393172246900e-01	2.446666452302016237e-01
5.904900000000000470e-04	1.729910603778036515e-01	1.750335575927298160e-01	1.735752047725063196e-01
5.904900000000000470e-04	1.432153876584624508e-01	1.526500025784399694e-01	1.507791668380249195e-01
5.314410000000000097e-04	1.206376802574841006e-01	6.356327581338015731e-02	6.265898287728467742e-02
5.314410000000000097e-04	6.956249203378855883e-02	1.340873744793222855e-01	1.327568743948864260e-01
5.314410000000000097e-04	1.154926099256503580e-01	1.090152717541554017e-01	1.076585987335166583e-01
5.314410000000000097e-04	1.079610337529382513e-01	5.998071481749692874e-02	5.870207635331592400e-02
5.314410000000000097e-04	1.058991029873916356e-01	1.066509197330011982e-01	1.053062063819505678e-01
5.314410000000000097e-04	9.609915267193973321e-02	9.099901431799067852e-02	8.975606900654989340e-02
5.314410000000000097e-04	7.112064529414448277e-02	1.030255424080098597e-01	1.016284044248268598e-01
5.314410000000000097e-04	8.563664165159097508e-02	6.921403241030163467e-02	6.799157492502619360e-02
5.314410000000000097e-04	7.262083726426077357e-02	1.404698010444865031e-01	1.392331614409701712e-01
5.314410000000000097e-04	1.214119116487876182e-01	1.141121162178769660e-01	1.126497552264375673e-01
5.314410000000000097e-04	9.012753319585681266e-02	5.323704941949711916e-02	5.268779121784976371e-02
4.782968999999999979e-04	5.897079898829438172e-02	9.150958351303764560e-02	9.069578233367266151e-02
4.782968999999999979e-04	6.934067520043400712e-02	6.096066841147039506e-02	5.972552927829884867e-02
4.782968999999999979e-04	5.366882662936706128e-02	5.638433839038858864e-02	5.565923250334026129e-02
4.782968999999999979e-04	5.097512708019971001e-02	6.046296048612292973e-02	5.950537683270775563e-02
4.782968999999999979e-04	5.603934415592141255e-02	4.363728978045250395e-02	4.304847695711870592e-02
4.782968999999999979e-04	5.630381101542003552e-02	3.584737711134084598e-02	3.534476625494731294e-02
4.782968999999999979e-04	6.070519031885229094e-02	6.831624518006583491e-02	6.765574763268741854e-02
4.782968999999999979e-04	6.232753261704702258e-02	5.245104389142467988e-02	5.153009218514437162e-02
4.782968999999999979e-04	5.302907009783449505e-02	3.314191419534487371e-02	3.267475169882883002e-02
4.782968999999999979e-04	5.285011843717660890e-02	4.282849550209812811e-02	4.226893713995708707e-02
4.782968999999999979e-04	6.182853501672935792e-02	5.063202576450741288e-02	5.006725813346823983e-02
4.782968999999999979e-04	5.724393050339707939e-02	5.025144879270511400e-02	4.971914998005410452e-02
4.782968999999999979e-04	5.111670795328640549e-02	3.880063432365382647e-02	3.831790857545791518e-02
4.782968999999999979e-04	5.623287949493708388e-02	5.184088616073403294e-02	5.107247990604246723e-02
4.782968999999999979e-04	4.517855409288035889e-02	2.747164246542792287e-02	2.712102519781964954e-02
4.782968999999999979e-04	3.628030909143650090e-02	4.423443135101562396e-02	4.380501650376317918e-02
4.782968999999999979e-04	4.889557011962911148e-02	5.793835453128010071e-02	5.735621172895653125e-02
4.782968999999999979e-04	5.286075495267423402e-02	5.734531283867600610e-02	5.686140171401119631e-02
4.782968999999999979e-04	4.799553639128868038e-02	8.905730524571608964e-02	8.829447517561962722e-02
4.782968999999999979e-04	8.439531857362232714e-02	3.195126247339910575e-02	3.150827162528006126e-02
4.782968999999999979e-04	6.101309823138051369e-02	9.410887319156130415e-02	9.297333648755778945e-02
4.782968999999999979e-04	7.459436338457918481e-02	5.881938186655314565e-02	5.821518138192651598e-02
4.782968999999999979e-04	4.521382568008161518e-02	5.083788175051516534e-02	5.032679814264321566e-02
4.782968999999999979e-04	4.538948292790068867e-02	4.998933326662403920e-02	4.958697230758639385e-02
4.782968999999999979e-04	4.071082657242357933e-02	4.808930158691299833e-02	4.759532623240717714e-02
4.782968999999999979e-04	4.082736883756415969e-02	4.326107642494357586e-02	4.266919140491601259e-02
4.304672099999999981e-04	3.262106361369157548e-02	4.055330126172215777e-02	4.001364580674693361e-02
4.304672099999999981e-04	3.334595828983560883e-02	3.387328392695394125e-02	3.354572075615863680e-02
4.304672099999999981e-04	3.763532216652128171e-02	2.758554933777369877e-02	2.729270689786165299e-02
4.304672099999999981e-04	3.884706134681623069e-02	3.777895130889000891e-02	3.714931717386787957e-02
4.304672099999999981e-04	4.065792538819685414e-02	5.767721541698341003e-02	5.713721208843671601e-02
4.304672099999999981e-04	5.113061458664538289e-02	5.742277170923251739e-02	5.669839273618090120e-02
